Podio por especialidad en cada torneo:
Criterio de desempate: ante igual marca, se ordena alfabéticamente por deportista.
Especialidad,Torneo,Deportista,Marca
salto triple,Torneo de Central African Republic,Christian TAYLOR,1993
salto triple,Torneo de Central African Republic,Yaming ZHU,1993
salto triple,Torneo de Central African Republic,Necatí ER,1985
salto triple,Torneo de Chad,Paraskevi PAPACHRISTOU,1996
salto triple,Torneo de Chad,Alexsandro MELO,1995
salto triple,Torneo de Chad,Tori FRANKLIN,1989
salto triple,Torneo de Chile,Donald SCOTT,1981
salto triple,Torneo de Chile,Olha SALADUKHA,1972
salto triple,Torneo de Chile,Nelson ÉVORA,1966
salto triple,Torneo de China,Christian TAYLOR,1994
salto triple,Torneo de China,Yekaterina KONEVA,1984
salto triple,Torneo de China,Jordan Alejandro DÍAZ FORTUN,1981
salto triple,Torneo de Colombia,Patrícia MAMONA,1996
salto triple,Torneo de Colombia,Will CLAYE,1996
salto triple,Torneo de Colombia,Yaming ZHU,1990
salto triple,Torneo de Comoros,Pedro Pablo PICHARDO,1994
salto triple,Torneo de Comoros,Caterine IBARGUEN,1993
salto triple,Torneo de Comoros,Kristin GIERISCH,1983
salto triple,Torneo de Congo Democratic Republic of the,Jordan Alejandro DÍAZ FORTUN,1996
salto triple,Torneo de Congo Democratic Republic of the,Thea LAFOND,1996
salto triple,Torneo de Congo Democratic Republic of the,Christian TAYLOR,1992
salto triple,Torneo de Congo Republic of the,Alexis COPELLO,1981
salto triple,Torneo de Congo Republic of the,Yekaterina KONEVA,1977
salto triple,Torneo de Congo Republic of the,Tori FRANKLIN,1968
salto triple,Torneo de Costa Rica,Jordan Alejandro DÍAZ FORTUN,1991
salto triple,Torneo de Costa Rica,Ana PELETEIRO,1989
salto triple,Torneo de Costa Rica,Chengetayi MAPAYA,1988
salto triple,Torneo de Croatia,Nelson ÉVORA,1990
salto triple,Torneo de Croatia,Alexsandro MELO,1989
salto triple,Torneo de Croatia,Thea LAFOND,1987
salto triple,Torneo de Cuba,Kimberly WILLIAMS,1996
salto triple,Torneo de Cuba,Shanieka RICKETTS,1992
salto triple,Torneo de Cuba,Almir DOS SANTOS,1990
salto triple,Torneo de Cyprus,Diana ZAGAINOVA,1986
salto triple,Torneo de Cyprus,Omar CRADDOCK,1984
salto triple,Torneo de Cyprus,Alexis COPELLO,1983
salto triple,Torneo de Czechia,Caterine IBARGUEN,1989
salto triple,Torneo de Czechia,Nadia EKE,1989
salto triple,Torneo de Czechia,Cristian NÁPOLES,1987
salto triple,Torneo de Denmark,Ruiting WU,1991
salto triple,Torneo de Denmark,Necatí ER,1990
salto triple,Torneo de Denmark,Ana PELETEIRO,1989
salto triple,Torneo de Djibouti,Diana ZAGAINOVA,1992
salto triple,Torneo de Djibouti,Hugues Fabrice ZANGO,1989
salto triple,Torneo de Djibouti,Thea LAFOND,1985
salto triple,Torneo de Dominica,Andy DÍAZ,1993
salto triple,Torneo de Dominica,Will CLAYE,1992
salto triple,Torneo de Dominica,Liadagmis POVEA,1985
salto triple,Torneo de Dominican Republic,Pedro Pablo PICHARDO,1994
salto triple,Torneo de Dominican Republic,Yekaterina KONEVA,1994
salto triple,Torneo de Dominican Republic,Olga RYPAKOVA,1990
salto triple,Torneo de Ecuador,Olga RYPAKOVA,1995
salto triple,Torneo de Ecuador,Thea LAFOND,1994
salto triple,Torneo de Ecuador,Omar CRADDOCK,1983
salto triple,Torneo de Egypt,Liadagmis POVEA,1994
salto triple,Torneo de Egypt,Donald SCOTT,1990
salto triple,Torneo de Egypt,Kristin GIERISCH,1983
salto triple,Torneo de El Salvador,Pedro Pablo PICHARDO,1993
salto triple,Torneo de El Salvador,Will CLAYE,1991
salto triple,Torneo de El Salvador,Christian TAYLOR,1987
salto triple,Torneo de Equatorial Guinea,Yanis Esmeralda DAVID,1983
salto triple,Torneo de Equatorial Guinea,Yosiris URRUTIA,1978
salto triple,Torneo de Equatorial Guinea,Diana ZAGAINOVA,1977
salto triple,Torneo de Eritrea,Olga RYPAKOVA,1996
salto triple,Torneo de Eritrea,Benjamin WILLIAMS,1986
salto triple,Torneo de Eritrea,Hugues Fabrice ZANGO,1985
salto triple,Torneo de Estonia,Pedro Pablo PICHARDO,1994
salto triple,Torneo de Estonia,Alexsandro MELO,1987
salto triple,Torneo de Estonia,Cristian NÁPOLES,1983
salto triple,Torneo de Ethiopia,Omar CRADDOCK,1994
salto triple,Torneo de Ethiopia,Donald SCOTT,1989
salto triple,Torneo de Ethiopia,Benjamin WILLIAMS,1984
salto triple,Torneo de Fiji,Kristin GIERISCH,1995
salto triple,Torneo de Fiji,Donald SCOTT,1989
salto triple,Torneo de Fiji,Patrícia MAMONA,1988
salto triple,Torneo de Finland,Tori FRANKLIN,1989
salto triple,Torneo de Finland,Ana PELETEIRO,1974
salto triple,Torneo de Finland,Liadagmis POVEA,1967
salto triple,Torneo de France,Ruiting WU,1994
salto triple,Torneo de France,Kimberly WILLIAMS,1984
salto triple,Torneo de France,Nadia EKE,1983
salto triple,Torneo de French Guiana,Darya NIDBAYKINA,1994
salto triple,Torneo de French Guiana,Christian TAYLOR,1990
salto triple,Torneo de French Guiana,Liadagmis POVEA,1981
salto triple,Torneo de Gabon,Keturah ORJI,1996
salto triple,Torneo de Gabon,Necatí ER,1993
salto triple,Torneo de Gabon,Hugues Fabrice ZANGO,1992
salto triple,Torneo de Gambia,Benjamin WILLIAMS,1990
salto triple,Torneo de Gambia,Kimberly WILLIAMS,1986
salto triple,Torneo de Gambia,Kristin GIERISCH,1985
salto triple,Torneo de Georgia,Yaming ZHU,1990
salto triple,Torneo de Georgia,Olga RYPAKOVA,1988
salto triple,Torneo de Georgia,Andy DÍAZ,1973
salto triple,Torneo de Germany,Omar CRADDOCK,1994
salto triple,Torneo de Germany,Alexsandro MELO,1991
salto triple,Torneo de Germany,Alexis COPELLO,1982
salto triple,Torneo de Ghana,Kimberly WILLIAMS,1995
salto triple,Torneo de Ghana,Yanis Esmeralda DAVID,1992
salto triple,Torneo de Ghana,Nadia EKE,1989
salto triple,Torneo de Greece,Chengetayi MAPAYA,1986
salto triple,Torneo de Greece,Shanieka RICKETTS,1986
salto triple,Torneo de Greece,Necatí ER,1983
salto triple,Torneo de Grenada,Olga RYPAKOVA,1988
salto triple,Torneo de Grenada,Yulimar ROJAS,1988
salto triple,Torneo de Grenada,Necatí ER,1984
salto triple,Torneo de Guatemala,Tori FRANKLIN,1987
salto triple,Torneo de Guatemala,Ana PELETEIRO,1982
salto triple,Torneo de Guatemala,Alexsandro MELO,1979
salto triple,Torneo de Guinea,Kristin GIERISCH,1985
salto triple,Torneo de Guinea,Darya NIDBAYKINA,1983
salto triple,Torneo de Guinea,Patrícia MAMONA,1983
salto triple,Torneo de Guinea-Bissau,Kristin GIERISCH,1995
salto triple,Torneo de Guinea-Bissau,Shanieka RICKETTS,1983
salto triple,Torneo de Guinea-Bissau,Yulimar ROJAS,1982
salto triple,Torneo de Guyana,Benjamin WILLIAMS,1996
salto triple,Torneo de Guyana,Yekaterina KONEVA,1985
salto triple,Torneo de Guyana,Paraskevi PAPACHRISTOU,1978
salto triple,Torneo de Haiti,Patrícia MAMONA,1994
salto triple,Torneo de Haiti,Necatí ER,1984
salto triple,Torneo de Haiti,Ruiting WU,1969
salto triple,Torneo de Honduras,Shanieka RICKETTS,1994
salto triple,Torneo de Honduras,Caterine IBARGUEN,1988
salto triple,Torneo de Honduras,Nadia EKE,1983
salto triple,Torneo de Hungary,Hugues Fabrice ZANGO,1982
salto triple,Torneo de Hungary,Nelson ÉVORA,1982
salto triple,Torneo de Hungary,Christian TAYLOR,1981
salto triple,Torneo de Iceland,Kristin GIERISCH,1995
salto triple,Torneo de Iceland,Nelson ÉVORA,1993
salto triple,Torneo de Iceland,Donald SCOTT,1992
salto triple,Torneo de India,Caterine IBARGUEN,1987
salto triple,Torneo de India,Ruiting WU,1983
salto triple,Torneo de India,Nadia EKE,1982
salto triple,Torneo de Indonesia,Paraskevi PAPACHRISTOU,1996
salto triple,Torneo de Indonesia,Thea LAFOND,1996
salto triple,Torneo de Indonesia,Nadia EKE,1994
salto triple,Torneo de Iran,Christian TAYLOR,1983
salto triple,Torneo de Iran,Ana PELETEIRO,1982
salto triple,Torneo de Iran,Cristian NÁPOLES,1978
salto triple,Torneo de Iraq,Jordan Alejandro DÍAZ FORTUN,1992
salto triple,Torneo de Iraq,Diana ZAGAINOVA,1984
salto triple,Torneo de Iraq,Cristian NÁPOLES,1979
salto triple,Torneo de Ireland,Donald SCOTT,1994
salto triple,Torneo de Ireland,Darya NIDBAYKINA,1993
salto triple,Torneo de Ireland,Shanieka RICKETTS,1992
salto triple,Torneo de Israel,Yaming ZHU,1992
salto triple,Torneo de Israel,Cristian NÁPOLES,1991
salto triple,Torneo de Israel,Darya NIDBAYKINA,1985
salto triple,Torneo de Italy,Ruiting WU,1991
salto triple,Torneo de Italy,Yanis Esmeralda DAVID,1991
salto triple,Torneo de Italy,Yosiris URRUTIA,1991
salto triple,Torneo de Ivory Coast,Liadagmis POVEA,1992
salto triple,Torneo de Ivory Coast,Yosiris URRUTIA,1986
salto triple,Torneo de Ivory Coast,Tori FRANKLIN,1985
salto triple,Torneo de Jamaica,Paraskevi PAPACHRISTOU,1993
salto triple,Torneo de Jamaica,Chengetayi MAPAYA,1990
salto triple,Torneo de Jamaica,Pedro Pablo PICHARDO,1990
salto triple,Torneo de Japan,Paraskevi PAPACHRISTOU,1995
salto triple,Torneo de Japan,Ruiting WU,1994
salto triple,Torneo de Japan,Andy DÍAZ,1974
salto triple,Torneo de Jordan,Benjamin WILLIAMS,1983
salto triple,Torneo de Jordan,Chengetayi MAPAYA,1983
salto triple,Torneo de Jordan,Will CLAYE,1983
salto triple,Torneo de Kazakhstan,Keturah ORJI,1989
salto triple,Torneo de Kazakhstan,Yaming ZHU,1989
salto triple,Torneo de Kazakhstan,Omar CRADDOCK,1986
salto triple,Torneo de Kenya,Dmitriy SOROKIN,1996
salto triple,Torneo de Kenya,Darya NIDBAYKINA,1992
salto triple,Torneo de Kenya,Necatí ER,1991
salto triple,Torneo de Kiribati,Darya NIDBAYKINA,1996
salto triple,Torneo de Kiribati,Jordan Alejandro DÍAZ FORTUN,1996
salto triple,Torneo de Kiribati,Benjamin WILLIAMS,1991
salto triple,Torneo de Kosovo,Caterine IBARGUEN,1993
salto triple,Torneo de Kosovo,Diana ZAGAINOVA,1989
salto triple,Torneo de Kosovo,Ana PELETEIRO,1987
salto triple,Torneo de Kuwait,Jordan Alejandro DÍAZ FORTUN,1993
salto triple,Torneo de Kuwait,Donald SCOTT,1989
salto triple,Torneo de Kuwait,Dmitriy SOROKIN,1987
salto triple,Torneo de Kyrgyzstan,Darya NIDBAYKINA,1993
salto triple,Torneo de Kyrgyzstan,Andy DÍAZ,1992
salto triple,Torneo de Kyrgyzstan,Benjamin WILLIAMS,1989
salto triple,Torneo de Laos,Liadagmis POVEA,1988
salto triple,Torneo de Laos,Keturah ORJI,1978
salto triple,Torneo de Laos,Kimberly WILLIAMS,1977
salto triple,Torneo de Latvia,Ana PELETEIRO,1985
salto triple,Torneo de Latvia,Nelson ÉVORA,1983
salto triple,Torneo de Latvia,Jordan Alejandro DÍAZ FORTUN,1979
salto triple,Torneo de Lebanon,Nelson ÉVORA,1993
salto triple,Torneo de Lebanon,Ruiting WU,1993
salto triple,Torneo de Lebanon,Caterine IBARGUEN,1991
salto triple,Torneo de Lesotho,Liadagmis POVEA,1980
salto triple,Torneo de Lesotho,Kimberly WILLIAMS,1977
salto triple,Torneo de Lesotho,Olga RYPAKOVA,1977
salto triple,Torneo de Liberia,Chengetayi MAPAYA,1994
salto triple,Torneo de Liberia,Cristian NÁPOLES,1986
salto triple,Torneo de Liberia,Patrícia MAMONA,1955
salto triple,Torneo de Libya,Yosiris URRUTIA,1994
salto triple,Torneo de Libya,Patrícia MAMONA,1975
salto triple,Torneo de Libya,Kimberly WILLIAMS,1974
salto triple,Torneo de Liechtenstein,Benjamin WILLIAMS,1993
salto triple,Torneo de Liechtenstein,Will CLAYE,1992
salto triple,Torneo de Liechtenstein,Omar CRADDOCK,1988
salto triple,Torneo de Lithuania,Hugues Fabrice ZANGO,1992
salto triple,Torneo de Lithuania,Yosiris URRUTIA,1991
salto triple,Torneo de Lithuania,Keturah ORJI,1985
salto triple,Torneo de Luxembourg,Ruiting WU,1996
salto triple,Torneo de Luxembourg,Andy DÍAZ,1995
salto triple,Torneo de Luxembourg,Olha SALADUKHA,1991
salto triple,Torneo de Macedonia,Nelson ÉVORA,1996
salto triple,Torneo de Macedonia,Tori FRANKLIN,1989
salto triple,Torneo de Macedonia,Kristin GIERISCH,1986
salto triple,Torneo de Madagascar,Cristian NÁPOLES,1989
salto triple,Torneo de Madagascar,Darya NIDBAYKINA,1987
salto triple,Torneo de Madagascar,Paraskevi PAPACHRISTOU,1987
salto triple,Torneo de Malawi,Nelson ÉVORA,1996
salto triple,Torneo de Malawi,Alexsandro MELO,1992
salto triple,Torneo de Malawi,Ruiting WU,1981
salto triple,Torneo de Malaysia,Cristian NÁPOLES,1993
salto triple,Torneo de Malaysia,Will CLAYE,1984
salto triple,Torneo de Malaysia,Donald SCOTT,1981
salto triple,Torneo de Maldives,Cristian NÁPOLES,1996
salto triple,Torneo de Maldives,Pedro Pablo PICHARDO,1991
salto triple,Torneo de Maldives,Darya NIDBAYKINA,1977
salto triple,Torneo de Mali,Necatí ER,1991
salto triple,Torneo de Mali,Liadagmis POVEA,1979
salto triple,Torneo de Mali,Diana ZAGAINOVA,1961
salto triple,Torneo de Malta,Diana ZAGAINOVA,1996
salto triple,Torneo de Malta,Olha SALADUKHA,1992
salto triple,Torneo de Malta,Will CLAYE,1987
salto triple,Torneo de Marshall Islands,Andy DÍAZ,1986
salto triple,Torneo de Marshall Islands,Shanieka RICKETTS,1986
salto triple,Torneo de Marshall Islands,Omar CRADDOCK,1970
salto triple,Torneo de Mauritania,Andy DÍAZ,1994
salto triple,Torneo de Mauritania,Cristian NÁPOLES,1989
salto triple,Torneo de Mauritania,Dmitriy SOROKIN,1989
salto triple,Torneo de Mauritius,Olha SALADUKHA,1991
salto triple,Torneo de Mauritius,Alexsandro MELO,1986
salto triple,Torneo de Mauritius,Christian TAYLOR,1982
salto triple,Torneo de Mexico,Caterine IBARGUEN,1987
salto triple,Torneo de Mexico,Pedro Pablo PICHARDO,1987
salto triple,Torneo de Mexico,Darya NIDBAYKINA,1973
salto triple,Torneo de Micronesia,Alexsandro MELO,1991
salto triple,Torneo de Micronesia,Donald SCOTT,1983
salto triple,Torneo de Micronesia,Kimberly WILLIAMS,1983
salto triple,Torneo de Moldova,Yaoqing FANG,1996
salto triple,Torneo de Moldova,Olga RYPAKOVA,1988
salto triple,Torneo de Moldova,Shanieka RICKETTS,1986
salto triple,Torneo de Monaco,Cristian NÁPOLES,1984
salto triple,Torneo de Monaco,Yekaterina KONEVA,1980
salto triple,Torneo de Monaco,Nadia EKE,1976
salto triple,Torneo de Mongolia,Omar CRADDOCK,1993
salto triple,Torneo de Mongolia,Thea LAFOND,1992
salto triple,Torneo de Mongolia,Yosiris URRUTIA,1990
salto triple,Torneo de Montenegro,Necatí ER,1996
salto triple,Torneo de Montenegro,Yaoqing FANG,1996
salto triple,Torneo de Montenegro,Jordan Alejandro DÍAZ FORTUN,1993
salto triple,Torneo de Morocco,Benjamin WILLIAMS,1992
salto triple,Torneo de Morocco,Paraskevi PAPACHRISTOU,1989
salto triple,Torneo de Morocco,Shanieka RICKETTS,1988
salto triple,Torneo de Mozambique,Yosiris URRUTIA,1992
salto triple,Torneo de Mozambique,Paraskevi PAPACHRISTOU,1986
salto triple,Torneo de Mozambique,Jordan Alejandro DÍAZ FORTUN,1981
salto triple,Torneo de Myanmar,Yekaterina KONEVA,1995
salto triple,Torneo de Myanmar,Yanis Esmeralda DAVID,1990
salto triple,Torneo de Myanmar,Nadia EKE,1988
salto triple,Torneo de Namibia,Almir DOS SANTOS,1994
salto triple,Torneo de Namibia,Caterine IBARGUEN,1993
salto triple,Torneo de Namibia,Alexis COPELLO,1974
salto triple,Torneo de Nauru,Yaoqing FANG,1996
salto triple,Torneo de Nauru,Yanis Esmeralda DAVID,1989
salto triple,Torneo de Nauru,Benjamin WILLIAMS,1988
salto triple,Torneo de Nepal,Thea LAFOND,1996
salto triple,Torneo de Nepal,Almir DOS SANTOS,1992
salto triple,Torneo de Nepal,Necatí ER,1985
salto triple,Torneo de Netherlands,Yaming ZHU,1994
salto triple,Torneo de Netherlands,Pedro Pablo PICHARDO,1990
salto triple,Torneo de Netherlands,Thea LAFOND,1989
salto triple,Torneo de New Zealand,Yaming ZHU,1994
salto triple,Torneo de New Zealand,Ana PELETEIRO,1993
salto triple,Torneo de New Zealand,Benjamin WILLIAMS,1983
salto triple,Torneo de Nicaragua,Shanieka RICKETTS,1992
salto triple,Torneo de Nicaragua,Alexis COPELLO,1983
salto triple,Torneo de Nicaragua,Nelson ÉVORA,1982
salto triple,Torneo de Niger,Chengetayi MAPAYA,1990
salto triple,Torneo de Niger,Yaming ZHU,1985
salto triple,Torneo de Niger,Jordan Alejandro DÍAZ FORTUN,1983
salto triple,Torneo de Nigeria,Thea LAFOND,1995
salto triple,Torneo de Nigeria,Yosiris URRUTIA,1988
salto triple,Torneo de Nigeria,Benjamin WILLIAMS,1985
salto triple,Torneo de North Korea,Olha SALADUKHA,1991
salto triple,Torneo de North Korea,Patrícia MAMONA,1990
salto triple,Torneo de North Korea,Yaoqing FANG,1976
salto triple,Torneo de Northern Ireland,Yekaterina KONEVA,1994
salto triple,Torneo de Northern Ireland,Alexsandro MELO,1990
salto triple,Torneo de Northern Ireland,Jordan Alejandro DÍAZ FORTUN,1990
salto triple,Torneo de Norway,Jordan Alejandro DÍAZ FORTUN,1996
salto triple,Torneo de Norway,Pedro Pablo PICHARDO,1996
salto triple,Torneo de Norway,Darya NIDBAYKINA,1988
salto triple,Torneo de Oman,Kimberly WILLIAMS,1990
salto triple,Torneo de Oman,Nelson ÉVORA,1990
salto triple,Torneo de Oman,Diana ZAGAINOVA,1981
salto triple,Torneo de Pakistan,Liadagmis POVEA,1993
salto triple,Torneo de Pakistan,Christian TAYLOR,1985
salto triple,Torneo de Pakistan,Omar CRADDOCK,1983
salto triple,Torneo de Palau,Hugues Fabrice ZANGO,1994
salto triple,Torneo de Palau,Pedro Pablo PICHARDO,1989
salto triple,Torneo de Palau,Yulimar ROJAS,1981
salto triple,Torneo de Panama,Kimberly WILLIAMS,1995
salto triple,Torneo de Panama,Tori FRANKLIN,1995
salto triple,Torneo de Panama,Alexsandro MELO,1981
salto triple,Torneo de Papua New Guinea,Chengetayi MAPAYA,1994
salto triple,Torneo de Papua New Guinea,Alexis COPELLO,1992
salto triple,Torneo de Papua New Guinea,Nelson ÉVORA,1985
salto triple,Torneo de Paraguay,Darya NIDBAYKINA,1995
salto triple,Torneo de Paraguay,Yaoqing FANG,1990
salto triple,Torneo de Paraguay,Alexis COPELLO,1988
salto triple,Torneo de Peru,Yanis Esmeralda DAVID,1994
salto triple,Torneo de Peru,Cristian NÁPOLES,1986
salto triple,Torneo de Peru,Shanieka RICKETTS,1984
salto triple,Torneo de Philippines,Christian TAYLOR,1993
salto triple,Torneo de Philippines,Thea LAFOND,1984
salto triple,Torneo de Philippines,Hugues Fabrice ZANGO,1982
salto triple,Torneo de Poland,Donald SCOTT,1980
salto triple,Torneo de Poland,Yaming ZHU,1976
salto triple,Torneo de Poland,Yosiris URRUTIA,1975
salto triple,Torneo de Portugal,Olha SALADUKHA,1980
salto triple,Torneo de Portugal,Cristian NÁPOLES,1972
salto triple,Torneo de Portugal,Kristin GIERISCH,1966
salto triple,Torneo de Puerto Rico,Yaming ZHU,1996
salto triple,Torneo de Puerto Rico,Yaoqing FANG,1981
salto triple,Torneo de Puerto Rico,Alexsandro MELO,1977
salto triple,Torneo de Qatar,Christian TAYLOR,1994
salto triple,Torneo de Qatar,Benjamin WILLIAMS,1988
salto triple,Torneo de Qatar,Necatí ER,1986
salto triple,Torneo de Romania,Nadia EKE,1995
salto triple,Torneo de Romania,Nelson ÉVORA,1991
salto triple,Torneo de Romania,Ruiting WU,1987
salto triple,Torneo de Russia,Ana PELETEIRO,1993
salto triple,Torneo de Russia,Omar CRADDOCK,1989
salto triple,Torneo de Russia,Benjamin WILLIAMS,1984
salto triple,Torneo de Rwanda,Benjamin WILLIAMS,1995
salto triple,Torneo de Rwanda,Keturah ORJI,1992
salto triple,Torneo de Rwanda,Diana ZAGAINOVA,1990
salto triple,Torneo de Saint Kitts and Nevis,Yaoqing FANG,1993
salto triple,Torneo de Saint Kitts and Nevis,Yanis Esmeralda DAVID,1987
salto triple,Torneo de Saint Kitts and Nevis,Keturah ORJI,1984
salto triple,Torneo de Saint Lucia,Almir DOS SANTOS,1993
salto triple,Torneo de Saint Lucia,Kristin GIERISCH,1991
salto triple,Torneo de Saint Lucia,Shanieka RICKETTS,1944
salto triple,Torneo de Saint Vincent and the Grenadines,Yulimar ROJAS,1988
salto triple,Torneo de Saint Vincent and the Grenadines,Kristin GIERISCH,1978
salto triple,Torneo de Saint Vincent and the Grenadines,Yaming ZHU,1975
salto triple,Torneo de Samoa,Cristian NÁPOLES,1983
salto triple,Torneo de Samoa,Yosiris URRUTIA,1977
salto triple,Torneo de Samoa,Christian TAYLOR,1965
salto triple,Torneo de San Marino,Will CLAYE,1996
salto triple,Torneo de San Marino,Olha SALADUKHA,1992
salto triple,Torneo de San Marino,Thea LAFOND,1991
salto triple,Torneo de Sao Tome and Principe,Hugues Fabrice ZANGO,1993
salto triple,Torneo de Sao Tome and Principe,Chengetayi MAPAYA,1979
salto triple,Torneo de Sao Tome and Principe,Caterine IBARGUEN,1977
salto triple,Torneo de Saudi Arabia,Almir DOS SANTOS,1969
salto triple,Torneo de Saudi Arabia,Darya NIDBAYKINA,1966
salto triple,Torneo de Saudi Arabia,Caterine IBARGUEN,1964
salto triple,Torneo de Scotland,Thea LAFOND,1996
salto triple,Torneo de Scotland,Alexsandro MELO,1991
salto triple,Torneo de Scotland,Yosiris URRUTIA,1982
salto triple,Torneo de Senegal,Alexis COPELLO,1995
salto triple,Torneo de Senegal,Kimberly WILLIAMS,1995
salto triple,Torneo de Senegal,Ruiting WU,1995
salto triple,Torneo de Serbia,Alexis COPELLO,1994
salto triple,Torneo de Serbia,Yulimar ROJAS,1989
salto triple,Torneo de Serbia,Diana ZAGAINOVA,1977
salto triple,Torneo de Seychelles,Nelson ÉVORA,1991
salto triple,Torneo de Seychelles,Yaoqing FANG,1984
salto triple,Torneo de Seychelles,Alexis COPELLO,1978
salto triple,Torneo de Sierra Leone,Alexis COPELLO,1994
salto triple,Torneo de Sierra Leone,Yosiris URRUTIA,1981
salto triple,Torneo de Sierra Leone,Ruiting WU,1972
salto triple,Torneo de Singapore,Yanis Esmeralda DAVID,1988
salto triple,Torneo de Singapore,Alexsandro MELO,1985
salto triple,Torneo de Singapore,Keturah ORJI,1970
salto triple,Torneo de Slovakia,Almir DOS SANTOS,1979
salto triple,Torneo de Slovakia,Pedro Pablo PICHARDO,1979
salto triple,Torneo de Slovakia,Shanieka RICKETTS,1976
